STATION,NAME,DATE,PRCP,TMAX,TMIN
UK000056225,"OXFORD, UK",02/07/1986,0,74,56
UK000056225,"OXFORD, UK",03/07/1986,0,70,54
UK000056225,"OXFORD, UK",04/07/1986,0.37,70,57
UK000056225,"OXFORD, UK",05/07/1986,0.04,69,60
UK000056225,"OXFORD, UK",06/07/1986,0,68,54
UK000056225,"OXFORD, UK",07/07/1986,0.02,69,53
UK000056225,"OXFORD, UK",08/07/1986,0.04,67,55
UK000056225,"OXFORD, UK",09/07/1986,0,70,46
UK000056225,"OXFORD, UK",10/07/1986,0.16,69,57
UK000056225,"OXFORD, UK",11/07/1986,0.15,66,55
UK000056225,"OXFORD, UK",12/07/1986,0.19,72,58
UK000056225,"OXFORD, UK",13/07/1986,0.02,77,53
UK000056225,"OXFORD, UK",14/07/1986,0,83,61
UK000056225,"OXFORD, UK",15/07/1986,0,78,61
UK000056225,"OXFORD, UK",16/07/1986,0,68,63
UK000056225,"OXFORD, UK",17/07/1986,0,68,56
UK000056225,"OXFORD, UK",18/07/1986,0,73,50
UK000056225,"OXFORD, UK",19/07/1986,0,75,51
UK000056225,"OXFORD, UK",20/07/1986,0,70,57
UK000056225,"OXFORD, UK",21/07/1986,0,69,52
UK000056225,"OXFORD, UK",22/07/1986,0,63,55
UK000056225,"OXFORD, UK",23/07/1986,0.09,71,47
UK000056225,"OXFORD, UK",24/07/1986,0.02,72,45
UK000056225,"OXFORD, UK",25/07/1986,0,73,59
UK000056225,"OXFORD, UK",26/07/1986,0,68,60
UK000056225,"OXFORD, UK",27/07/1986,0,69,51
UK000056225,"OXFORD, UK",28/07/1986,0.2,70,61
UK000056225,"OXFORD, UK",29/07/1986,0,63,60
UK000056225,"OXFORD, UK",30/07/1986,0.15,66,51
UK000056225,"OXFORD, UK",31/07/1986,0.02,67,56
UK000056225,"OXFORD, UK",01/08/1986,0.02,69,49
UK000056225,"OXFORD, UK",02/08/1986,0,58,57
UK000056225,"OXFORD, UK",03/08/1986,0.66,65,54
UK000056225,"OXFORD, UK",04/08/1986,0.26,68,52
UK000056225,"OXFORD, UK",05/08/1986,0,71,49
UK000056225,"OXFORD, UK",06/08/1986,0,68,55
UK000056225,"OXFORD, UK",07/08/1986,0.02,68,56
UK000056225,"OXFORD, UK",08/08/1986,0,71,53
UK000056225,"OXFORD, UK",09/08/1986,0.07,71,52
UK000056225,"OXFORD, UK",10/08/1986,0.4,67,54
UK000056225,"OXFORD, UK",11/08/1986,0,64,58
UK000056225,"OXFORD, UK",12/08/1986,0.01,68,55
UK000056225,"OXFORD, UK",13/08/1986,0.01,68,57
UK000056225,"OXFORD, UK",14/08/1986,0,65,60
UK000056225,"OXFORD, UK",15/08/1986,0,67,53
UK000056225,"OXFORD, UK",16/08/1986,0,68,48
UK000056225,"OXFORD, UK",17/08/1986,0,62,53
UK000056225,"OXFORD, UK",18/08/1986,0.56,65,54
UK000056225,"OXFORD, UK",19/08/1986,0,66,51
UK000056225,"OXFORD, UK",20/08/1986,0,62,45
UK000056225,"OXFORD, UK",21/08/1986,0.04,64,46
UK000056225,"OXFORD, UK",22/08/1986,1.01,62,55
UK000056225,"OXFORD, UK",23/08/1986,0.02,65,48
UK000056225,"OXFORD, UK",24/08/1986,0,59,50
UK000056225,"OXFORD, UK",25/08/1986,1.15,62,51
UK000056225,"OXFORD, UK",26/08/1986,0.18,63,54
UK000056225,"OXFORD, UK",27/08/1986,0.02,61,47
UK000056225,"OXFORD, UK",28/08/1986,0.01,62,49
UK000056225,"OXFORD, UK",29/08/1986,0.04,59,42
UK000056225,"OXFORD, UK",30/08/1986,0,64,50
UK000056225,"OXFORD, UK",31/08/1986,0.03,62,49
UK000056225,"OXFORD, UK",01/09/1986,0,70,51
UK000056225,"OXFORD, UK",02/09/1986,0.11,62,53
UK000056225,"OXFORD, UK",03/09/1986,0,65,51
UK000056225,"OXFORD, UK",04/09/1986,0,65,42
UK000056225,"OXFORD, UK",05/09/1986,0,61,44
UK000056225,"OXFORD, UK",06/09/1986,0,66,47
UK000056225,"OXFORD, UK",07/09/1986,0,60,44
UK000056225,"OXFORD, UK",08/09/1986,0,61,46
UK000056225,"OXFORD, UK",09/09/1986,0,60,38
UK000056225,"OXFORD, UK",10/09/1986,0,62,42
UK000056225,"OXFORD, UK",11/09/1986,0,59,42
UK000056225,"OXFORD, UK",12/09/1986,0,57,48
UK000056225,"OXFORD, UK",13/09/1986,1.37,59,39
UK000056225,"OXFORD, UK",14/09/1986,0,50,49
UK000056225,"OXFORD, UK",15/09/1986,0.06,57,44
UK000056225,"OXFORD, UK",16/09/1986,0,58,42
UK000056225,"OXFORD, UK",17/09/1986,0,58,39
UK000056225,"OXFORD, UK",18/09/1986,0,61,43
UK000056225,"OXFORD, UK",19/09/1986,0,68,36
UK000056225,"OXFORD, UK",20/09/1986,0,67,37
UK000056225,"OXFORD, UK",21/09/1986,0,68,43
UK000056225,"OXFORD, UK",22/09/1986,0,66,48
UK000056225,"OXFORD, UK",23/09/1986,0,56,47
UK000056225,"OXFORD, UK",24/09/1986,0,59,50
UK000056225,"OXFORD, UK",25/09/1986,0,62,46
UK000056225,"OXFORD, UK",26/09/1986,0,65,40
UK000056225,"OXFORD, UK",27/09/1986,0,68,49
UK000056225,"OXFORD, UK",28/09/1986,0,63,54
UK000056225,"OXFORD, UK",29/09/1986,0,60,55
UK000056225,"OXFORD, UK",30/09/1986,0,59,55
UK000056225,"OXFORD, UK",01/10/1986,0,62,54
UK000056225,"OXFORD, UK",02/10/1986,0,66,50
UK000056225,"OXFORD, UK",03/10/1986,0,66,47
UK000056225,"OXFORD, UK",04/10/1986,0,63,45
UK000056225,"OXFORD, UK",05/10/1986,0,68,50
UK000056225,"OXFORD, UK",06/10/1986,0,68,51
UK000056225,"OXFORD, UK",07/10/1986,0,66,52
UK000056225,"OXFORD, UK",08/10/1986,0,68,54
UK000056225,"OXFORD, UK",09/10/1986,0.02,59,54
UK000056225,"OXFORD, UK",10/10/1986,0.03,60,54
UK000056225,"OXFORD, UK",11/10/1986,0,57,45
UK000056225,"OXFORD, UK",12/10/1986,0,61,40
UK000056225,"OXFORD, UK",13/10/1986,0,61,44
UK000056225,"OXFORD, UK",14/10/1986,0.09,60,51
UK000056225,"OXFORD, UK",15/10/1986,0,58,51
UK000056225,"OXFORD, UK",16/10/1986,0,58,36
UK000056225,"OXFORD, UK",17/10/1986,0.04,56,33
UK000056225,"OXFORD, UK",18/10/1986,0.17,59,39
UK000056225,"OXFORD, UK",19/10/1986,0.96,59,41
UK000056225,"OXFORD, UK",20/10/1986,0.02,58,45
UK000056225,"OXFORD, UK",21/10/1986,0.54,54,45
UK000056225,"OXFORD, UK",22/10/1986,0.07,51,50
UK000056225,"OXFORD, UK",23/10/1986,0,53,39
UK000056225,"OXFORD, UK",24/10/1986,0.11,53,40
UK000056225,"OXFORD, UK",25/10/1986,0,55,46
UK000056225,"OXFORD, UK",26/10/1986,0.12,60,40
UK000056225,"OXFORD, UK",27/10/1986,0.19,61,45
UK000056225,"OXFORD, UK",28/10/1986,0.1,54,54
UK000056225,"OXFORD, UK",29/10/1986,0,55,41
UK000056225,"OXFORD, UK",30/10/1986,0.05,54,47
UK000056225,"OXFORD, UK",31/10/1986,0.45,54,43
UK000056225,"OXFORD, UK",01/11/1986,0.19,48,48
UK000056225,"OXFORD, UK",02/11/1986,0,50,35
UK000056225,"OXFORD, UK",03/11/1986,0.06,51,39
UK000056225,"OXFORD, UK",04/11/1986,0,53,36
UK000056225,"OXFORD, UK",05/11/1986,0.01,54,39
UK000056225,"OXFORD, UK",06/11/1986,0,59,39
UK000056225,"OXFORD, UK",07/11/1986,0.11,51,41
UK000056225,"OXFORD, UK",08/11/1986,0,57,41
UK000056225,"OXFORD, UK",09/11/1986,0.1,57,42
UK000056225,"OXFORD, UK",10/11/1986,0.2,56,49
UK000056225,"OXFORD, UK",11/11/1986,0,56,52
UK000056225,"OXFORD, UK",12/11/1986,0.06,55,40
UK000056225,"OXFORD, UK",13/11/1986,0.46,55,43
UK000056225,"OXFORD, UK",14/11/1986,0.31,53,47
UK000056225,"OXFORD, UK",15/11/1986,0,53,44
UK000056225,"OXFORD, UK",16/11/1986,0.05,51,45
UK000056225,"OXFORD, UK",17/11/1986,0.16,55,40
UK000056225,"OXFORD, UK",18/11/1986,0.17,53,42
UK000056225,"OXFORD, UK",19/11/1986,0.02,48,48
UK000056225,"OXFORD, UK",20/11/1986,0.56,50,38
UK000056225,"OXFORD, UK",21/11/1986,0.08,47,38
UK000056225,"OXFORD, UK",22/11/1986,0.31,54,40
UK000056225,"OXFORD, UK",23/11/1986,0,55,37
UK000056225,"OXFORD, UK",24/11/1986,0.01,56,43
UK000056225,"OXFORD, UK",25/11/1986,0.22,50,53
UK000056225,"OXFORD, UK",26/11/1986,0,52,43
UK000056225,"OXFORD, UK",27/11/1986,0,50,41
UK000056225,"OXFORD, UK",28/11/1986,0,43,36
UK000056225,"OXFORD, UK",29/11/1986,0,50,36
UK000056225,"OXFORD, UK",30/11/1986,0,54,37
UK000056225,"OXFORD, UK",01/12/1986,0.04,55,42
UK000056225,"OXFORD, UK",02/12/1986,0,57,45
UK000056225,"OXFORD, UK",03/12/1986,0,58,49
UK000056225,"OXFORD, UK",04/12/1986,0,56,52
UK000056225,"OXFORD, UK",05/12/1986,0.2,42,54
UK000056225,"OXFORD, UK",06/12/1986,0,54,35
UK000056225,"OXFORD, UK",07/12/1986,0.03,54,36
UK000056225,"OXFORD, UK",08/12/1986,0.04,47,42
UK000056225,"OXFORD, UK",09/12/1986,0.02,45,40
UK000056225,"OXFORD, UK",10/12/1986,0.09,46,33
UK000056225,"OXFORD, UK",11/12/1986,0.2,48,36
UK000056225,"OXFORD, UK",12/12/1986,0.24,48,36
UK000056225,"OXFORD, UK",13/12/1986,0,45,37
UK000056225,"OXFORD, UK",14/12/1986,0.09,51,34
UK000056225,"OXFORD, UK",15/12/1986,0.42,44,34
UK000056225,"OXFORD, UK",16/12/1986,0,51,35
UK000056225,"OXFORD, UK",17/12/1986,0,51,37
UK000056225,"OXFORD, UK",18/12/1986,0.07,43,42
UK000056225,"OXFORD, UK",19/12/1986,0.01,44,36
UK000056225,"OXFORD, UK",20/12/1986,0,38,35
UK000056225,"OXFORD, UK",21/12/1986,0.13,38,32
UK000056225,"OXFORD, UK",22/12/1986,0,41,32
UK000056225,"OXFORD, UK",23/12/1986,0,49,31
UK000056225,"OXFORD, UK",24/12/1986,0.24,49,32
UK000056225,"OXFORD, UK",25/12/1986,0.08,44,34
UK000056225,"OXFORD, UK",26/12/1986,0,47,35
UK000056225,"OXFORD, UK",27/12/1986,0,50,35
UK000056225,"OXFORD, UK",28/12/1986,0,53,36
UK000056225,"OXFORD, UK",29/12/1986,0.11,54,47
UK000056225,"OXFORD, UK",30/12/1986,0.16,50,49
UK000056225,"OXFORD, UK",31/12/1986,0.35,51,45
UK000056225,"OXFORD, UK",01/01/1987,0,45,44
UK000056225,"OXFORD, UK",02/01/1987,0.02,43,40
UK000056225,"OXFORD, UK",03/01/1987,0.04,50,31
UK000056225,"OXFORD, UK",04/01/1987,0.17,47,31
UK000056225,"OXFORD, UK",05/01/1987,0.02,42,40
UK000056225,"OXFORD, UK",06/01/1987,0,39,38
UK000056225,"OXFORD, UK",07/01/1987,0,34,29
UK000056225,"OXFORD, UK",08/01/1987,0,36,25
UK000056225,"OXFORD, UK",09/01/1987,0.02,33,23
UK000056225,"OXFORD, UK",10/01/1987,0,26,31
UK000056225,"OXFORD, UK",11/01/1987,0,21,21
UK000056225,"OXFORD, UK",12/01/1987,0,26,16
UK000056225,"OXFORD, UK",13/01/1987,0.09,30,13
UK000056225,"OXFORD, UK",14/01/1987,0,34,16
UK000056225,"OXFORD, UK",15/01/1987,0,34,21
UK000056225,"OXFORD, UK",16/01/1987,0,30,29
UK000056225,"OXFORD, UK",17/01/1987,0,31,25
UK000056225,"OXFORD, UK",18/01/1987,0,34,27
UK000056225,"OXFORD, UK",19/01/1987,0,39,26
UK000056225,"OXFORD, UK",20/01/1987,0.03,41,27
UK000056225,"OXFORD, UK",21/01/1987,0,43,31
UK000056225,"OXFORD, UK",22/01/1987,0,42,38
UK000056225,"OXFORD, UK",23/01/1987,0,42,37
UK000056225,"OXFORD, UK",24/01/1987,0,40,38
UK000056225,"OXFORD, UK",25/01/1987,0,41,38
UK000056225,"OXFORD, UK",26/01/1987,0,36,38
UK000056225,"OXFORD, UK",27/01/1987,0,42,34
UK000056225,"OXFORD, UK",28/01/1987,0,39,32
UK000056225,"OXFORD, UK",29/01/1987,0,35,29
UK000056225,"OXFORD, UK",30/01/1987,0,37,24
UK000056225,"OXFORD, UK",31/01/1987,0,39,20
UK000056225,"OXFORD, UK",01/02/1987,0.11,42,20
UK000056225,"OXFORD, UK",02/02/1987,0.08,48,24
UK000056225,"OXFORD, UK",03/02/1987,0,49,39
UK000056225,"OXFORD, UK",04/02/1987,0,53,40
UK000056225,"OXFORD, UK",05/02/1987,0.02,53,43
UK000056225,"OXFORD, UK",06/02/1987,0,50,45
UK000056225,"OXFORD, UK",07/02/1987,0.02,54,36
UK000056225,"OXFORD, UK",08/02/1987,0.11,51,38
UK000056225,"OXFORD, UK",09/02/1987,0.01,46,47
UK000056225,"OXFORD, UK",10/02/1987,0,45,40
UK000056225,"OXFORD, UK",11/02/1987,0.2,43,35
UK000056225,"OXFORD, UK",12/02/1987,0,43,37
UK000056225,"OXFORD, UK",13/02/1987,0.14,40,27
UK000056225,"OXFORD, UK",14/02/1987,0.01,41,31
UK000056225,"OXFORD, UK",15/02/1987,0,36,29
UK000056225,"OXFORD, UK",16/02/1987,0.02,39,28
UK000056225,"OXFORD, UK",17/02/1987,0.01,39,30
UK000056225,"OXFORD, UK",18/02/1987,0,41,30
UK000056225,"OXFORD, UK",19/02/1987,0,37,26
UK000056225,"OXFORD, UK",20/02/1987,0,42,26
UK000056225,"OXFORD, UK",21/02/1987,0,45,30
UK000056225,"OXFORD, UK",22/02/1987,0,40,34
UK000056225,"OXFORD, UK",23/02/1987,0,38,36
UK000056225,"OXFORD, UK",24/02/1987,0,42,33
UK000056225,"OXFORD, UK",25/02/1987,0,51,26
UK000056225,"OXFORD, UK",26/02/1987,0.32,51,31
UK000056225,"OXFORD, UK",27/02/1987,0.12,56,37
UK000056225,"OXFORD, UK",28/02/1987,0.17,55,49
UK000056225,"OXFORD, UK",01/03/1987,0.07,49,47
UK000056225,"OXFORD, UK",02/03/1987,0,45,43
UK000056225,"OXFORD, UK",03/03/1987,0.04,44,33
UK000056225,"OXFORD, UK",04/03/1987,0,47,28
UK000056225,"OXFORD, UK",05/03/1987,0.05,38,31
UK000056225,"OXFORD, UK",06/03/1987,0.28,37,37
UK000056225,"OXFORD, UK",07/03/1987,0.21,38,31
UK000056225,"OXFORD, UK",08/03/1987,0,38,32
UK000056225,"OXFORD, UK",09/03/1987,0,44,30
UK000056225,"OXFORD, UK",10/03/1987,0,43,28
UK000056225,"OXFORD, UK",11/03/1987,0,43,27
UK000056225,"OXFORD, UK",12/03/1987,0,43,26
UK000056225,"OXFORD, UK",13/03/1987,0,44,26
UK000056225,"OXFORD, UK",14/03/1987,0.01,47,26
UK000056225,"OXFORD, UK",15/03/1987,0,49,31
UK000056225,"OXFORD, UK",16/03/1987,0,54,31
UK000056225,"OXFORD, UK",17/03/1987,0.04,47,37
UK000056225,"OXFORD, UK",18/03/1987,0.01,45,36
UK000056225,"OXFORD, UK",19/03/1987,0.07,44,32
UK000056225,"OXFORD, UK",20/03/1987,0,46,29
UK000056225,"OXFORD, UK",21/03/1987,0.02,49,33
UK000056225,"OXFORD, UK",22/03/1987,0.27,52,32
UK000056225,"OXFORD, UK",23/03/1987,0.15,53,41
UK000056225,"OXFORD, UK",24/03/1987,0.1,49,47
UK000056225,"OXFORD, UK",25/03/1987,0.02,53,48
UK000056225,"OXFORD, UK",26/03/1987,0.54,52,38
UK000056225,"OXFORD, UK",27/03/1987,0,49,45
UK000056225,"OXFORD, UK",28/03/1987,0.04,48,39
UK000056225,"OXFORD, UK",29/03/1987,0.01,52,33
UK000056225,"OXFORD, UK",30/03/1987,0,52,37
UK000056225,"OXFORD, UK",31/03/1987,0.2,50,42
UK000056225,"OXFORD, UK",01/04/1987,0.2,49,47
UK000056225,"OXFORD, UK",02/04/1987,0,50,33
UK000056225,"OXFORD, UK",03/04/1987,0.2,47,38
UK000056225,"OXFORD, UK",04/04/1987,0.49,57,44
UK000056225,"OXFORD, UK",05/04/1987,0.01,55,41
UK000056225,"OXFORD, UK",06/04/1987,0.25,53,44
UK000056225,"OXFORD, UK",07/04/1987,0.39,54,46
UK000056225,"OXFORD, UK",08/04/1987,0.07,58,45
UK000056225,"OXFORD, UK",09/04/1987,0.03,54,46
UK000056225,"OXFORD, UK",10/04/1987,0.16,51,36
UK000056225,"OXFORD, UK",11/04/1987,0,54,38
UK000056225,"OXFORD, UK",12/04/1987,0,55,36
UK000056225,"OXFORD, UK",13/04/1987,0.03,62,44
UK000056225,"OXFORD, UK",14/04/1987,0,59,43
UK000056225,"OXFORD, UK",15/04/1987,0,63,39
UK000056225,"OXFORD, UK",16/04/1987,0,71,47
UK000056225,"OXFORD, UK",17/04/1987,0,63,41
UK000056225,"OXFORD, UK",18/04/1987,0,61,48
UK000056225,"OXFORD, UK",19/04/1987,0.12,54,53
UK000056225,"OXFORD, UK",20/04/1987,0,58,47
UK000056225,"OXFORD, UK",21/04/1987,0,59,41
UK000056225,"OXFORD, UK",22/04/1987,0,68,43
UK000056225,"OXFORD, UK",23/04/1987,0,71,40
UK000056225,"OXFORD, UK",24/04/1987,0,67,43
UK000056225,"OXFORD, UK",25/04/1987,0,68,46
UK000056225,"OXFORD, UK",26/04/1987,0,67,49
UK000056225,"OXFORD, UK",27/04/1987,0,72,47
UK000056225,"OXFORD, UK",28/04/1987,0.06,70,43
UK000056225,"OXFORD, UK",29/04/1987,0.01,59,52
UK000056225,"OXFORD, UK",30/04/1987,0.02,58,54
UK000056225,"OXFORD, UK",01/05/1987,0.11,56,54
UK000056225,"OXFORD, UK",02/05/1987,0.06,52,38
UK000056225,"OXFORD, UK",03/05/1987,0,55,39
UK000056225,"OXFORD, UK",04/05/1987,0,56,34
UK000056225,"OXFORD, UK",05/05/1987,0,64,45
UK000056225,"OXFORD, UK",06/05/1987,0,63,43
UK000056225,"OXFORD, UK",07/05/1987,0,67,44
UK000056225,"OXFORD, UK",08/05/1987,0,72,42
UK000056225,"OXFORD, UK",09/05/1987,0,58,41
UK000056225,"OXFORD, UK",10/05/1987,0,57,42
UK000056225,"OXFORD, UK",11/05/1987,0.04,56,43
UK000056225,"OXFORD, UK",12/05/1987,0.03,57,50
UK000056225,"OXFORD, UK",13/05/1987,0.41,56,39
UK000056225,"OXFORD, UK",14/05/1987,0.03,53,39
UK000056225,"OXFORD, UK",15/05/1987,0.01,58,42
UK000056225,"OXFORD, UK",16/05/1987,0,53,38
UK000056225,"OXFORD, UK",17/05/1987,0.23,53,45
UK000056225,"OXFORD, UK",18/05/1987,0.08,62,46
UK000056225,"OXFORD, UK",19/05/1987,0,58,41
UK000056225,"OXFORD, UK",20/05/1987,0,56,40
UK000056225,"OXFORD, UK",21/05/1987,0.03,51,44
UK000056225,"OXFORD, UK",22/05/1987,0.41,51,43
UK000056225,"OXFORD, UK",23/05/1987,0.22,61,44
UK000056225,"OXFORD, UK",24/05/1987,0,58,43
UK000056225,"OXFORD, UK",25/05/1987,0,68,43
UK000056225,"OXFORD, UK",26/05/1987,0,66,45
UK000056225,"OXFORD, UK",27/05/1987,0,64,47
UK000056225,"OXFORD, UK",28/05/1987,0,65,44
UK000056225,"OXFORD, UK",29/05/1987,0,65,47
UK000056225,"OXFORD, UK",30/05/1987,0.26,70,53
UK000056225,"OXFORD, UK",31/05/1987,0,67,53
UK000056225,"OXFORD, UK",01/06/1987,0.01,58,50
UK000056225,"OXFORD, UK",02/06/1987,0.22,65,53
UK000056225,"OXFORD, UK",03/06/1987,0.07,66,53
UK000056225,"OXFORD, UK",04/06/1987,0.01,58,54
UK000056225,"OXFORD, UK",05/06/1987,0.4,62,48
UK000056225,"OXFORD, UK",06/06/1987,0.2,58,52
UK000056225,"OXFORD, UK",07/06/1987,0.01,59,49
UK000056225,"OXFORD, UK",08/06/1987,0.22,55,50
UK000056225,"OXFORD, UK",09/06/1987,0.04,59,47
UK000056225,"OXFORD, UK",10/06/1987,0.16,64,45
UK000056225,"OXFORD, UK",11/06/1987,0,63,50
UK000056225,"OXFORD, UK",12/06/1987,0,61,43
UK000056225,"OXFORD, UK",13/06/1987,0,62,47
UK000056225,"OXFORD, UK",14/06/1987,0,60,44
UK000056225,"OXFORD, UK",15/06/1987,0.01,59,45
UK000056225,"OXFORD, UK",16/06/1987,0.34,61,40
UK000056225,"OXFORD, UK",17/06/1987,0.14,64,49
UK000056225,"OXFORD, UK",18/06/1987,0.36,58,48
UK000056225,"OXFORD, UK",19/06/1987,0.22,68,53
UK000056225,"OXFORD, UK",20/06/1987,0,67,44
UK000056225,"OXFORD, UK",21/06/1987,0.03,63,49
UK000056225,"OXFORD, UK",22/06/1987,0.12,66,51
UK000056225,"OXFORD, UK",23/06/1987,0,67,52
UK000056225,"OXFORD, UK",24/06/1987,0.17,63,54
UK000056225,"OXFORD, UK",25/06/1987,0.62,69,54
UK000056225,"OXFORD, UK",26/06/1987,0.02,73,53
UK000056225,"OXFORD, UK",27/06/1987,0,74,57
UK000056225,"OXFORD, UK",28/06/1987,0,81,64
UK000056225,"OXFORD, UK",29/06/1987,0,72,65
UK000056225,"OXFORD, UK",30/06/1987,0,68,60
UK000056225,"OXFORD, UK",01/07/1987,0,69,51
UK000056225,"OXFORD, UK",02/07/1987,0,73,48
UK000056225,"OXFORD, UK",03/07/1987,0,77,51
UK000056225,"OXFORD, UK",04/07/1987,0,80,53
UK000056225,"OXFORD, UK",05/07/1987,0,82,55
UK000056225,"OXFORD, UK",06/07/1987,0,75,56
UK000056225,"OXFORD, UK",07/07/1987,0,72,60
UK000056225,"OXFORD, UK",08/07/1987,0,70,52
UK000056225,"OXFORD, UK",09/07/1987,0,79,51
UK000056225,"OXFORD, UK",10/07/1987,0,74,60
UK000056225,"OXFORD, UK",11/07/1987,0,74,59
UK000056225,"OXFORD, UK",12/07/1987,0,77,53
UK000056225,"OXFORD, UK",13/07/1987,0,72,55
UK000056225,"OXFORD, UK",14/07/1987,0,71,62
UK000056225,"OXFORD, UK",15/07/1987,0.01,67,62
UK000056225,"OXFORD, UK",16/07/1987,0,65,54
UK000056225,"OXFORD, UK",17/07/1987,0.02,64,53
UK000056225,"OXFORD, UK",18/07/1987,0.27,62,55
UK000056225,"OXFORD, UK",19/07/1987,0.21,63,54
UK000056225,"OXFORD, UK",20/07/1987,0.01,60,57
UK000056225,"OXFORD, UK",21/07/1987,0.03,64,55
UK000056225,"OXFORD, UK",22/07/1987,0.01,60,56
UK000056225,"OXFORD, UK",23/07/1987,0,67,54
UK000056225,"OXFORD, UK",24/07/1987,0.04,65,51
UK000056225,"OXFORD, UK",25/07/1987,0.01,66,49
UK000056225,"OXFORD, UK",26/07/1987,0.02,70,45
UK000056225,"OXFORD, UK",27/07/1987,0.01,74,57
UK000056225,"OXFORD, UK",28/07/1987,0.23,70,55
UK000056225,"OXFORD, UK",29/07/1987,0.25,67,60
UK000056225,"OXFORD, UK",30/07/1987,0.04,77,57
UK000056225,"OXFORD, UK",31/07/1987,0,68,59
UK000056225,"OXFORD, UK",01/08/1987,0.26,69,57
UK000056225,"OXFORD, UK",02/08/1987,0.01,69,57
UK000056225,"OXFORD, UK",03/08/1987,0,65,56
UK000056225,"OXFORD, UK",04/08/1987,0.06,66,49
UK000056225,"OXFORD, UK",05/08/1987,0,67,47
UK000056225,"OXFORD, UK",06/08/1987,0,64,47
UK000056225,"OXFORD, UK",07/08/1987,0,63,47
UK000056225,"OXFORD, UK",08/08/1987,0,65,56
UK000056225,"OXFORD, UK",09/08/1987,0.1,67,54
UK000056225,"OXFORD, UK",10/08/1987,0,65,46
UK000056225,"OXFORD, UK",11/08/1987,0.19,72,51
UK000056225,"OXFORD, UK",12/08/1987,0.01,72,56
UK000056225,"OXFORD, UK",13/08/1987,0.01,70,62
UK000056225,"OXFORD, UK",14/08/1987,0,78,53
UK000056225,"OXFORD, UK",15/08/1987,0,80,54
UK000056225,"OXFORD, UK",16/08/1987,0,74,56
UK000056225,"OXFORD, UK",17/08/1987,0.13,73,62
UK000056225,"OXFORD, UK",18/08/1987,0,77,62
UK000056225,"OXFORD, UK",19/08/1987,0,83,54
UK000056225,"OXFORD, UK",20/08/1987,0,81,63
UK000056225,"OXFORD, UK",21/08/1987,0.03,74,63
UK000056225,"OXFORD, UK",22/08/1987,0.31,66,63
UK000056225,"OXFORD, UK",23/08/1987,0,59,55
UK000056225,"OXFORD, UK",24/08/1987,0,64,56
UK000056225,"OXFORD, UK",25/08/1987,0.15,63,48
UK000056225,"OXFORD, UK",26/08/1987,0.06,64,53
UK000056225,"OXFORD, UK",27/08/1987,0,76,52
UK000056225,"OXFORD, UK",28/08/1987,0,68,49
UK000056225,"OXFORD, UK",29/08/1987,0,72,57
UK000056225,"OXFORD, UK",30/08/1987,0,68,50
UK000056225,"OXFORD, UK",31/08/1987,0,76,55
UK000056225,"OXFORD, UK",01/09/1987,0.02,65,53
UK000056225,"OXFORD, UK",02/09/1987,0.01,69,59
UK000056225,"OXFORD, UK",03/09/1987,0,68,60
UK000056225,"OXFORD, UK",04/09/1987,0.2,70,52
UK000056225,"OXFORD, UK",05/09/1987,0.01,64,55
UK000056225,"OXFORD, UK",06/09/1987,0.08,68,52
UK000056225,"OXFORD, UK",07/09/1987,0,67,55
UK000056225,"OXFORD, UK",08/09/1987,0,67,48
UK000056225,"OXFORD, UK",09/09/1987,0.09,65,49
UK000056225,"OXFORD, UK",10/09/1987,0,66,56
UK000056225,"OXFORD, UK",11/09/1987,0.04,68,53
UK000056225,"OXFORD, UK",12/09/1987,0.09,65,60
UK000056225,"OXFORD, UK",13/09/1987,0,67,54
UK000056225,"OXFORD, UK",14/09/1987,0,67,48
UK000056225,"OXFORD, UK",15/09/1987,0.07,66,49
UK000056225,"OXFORD, UK",16/09/1987,0.03,72,56
UK000056225,"OXFORD, UK",17/09/1987,0.04,66,58
UK000056225,"OXFORD, UK",18/09/1987,0.05,61,56
UK000056225,"OXFORD, UK",19/09/1987,0.22,71,51
UK000056225,"OXFORD, UK",20/09/1987,0,71,58
UK000056225,"OXFORD, UK",21/09/1987,0.01,67,61
UK000056225,"OXFORD, UK",22/09/1987,0,64,53
UK000056225,"OXFORD, UK",23/09/1987,0,61,53
UK000056225,"OXFORD, UK",24/09/1987,0.04,60,50
UK000056225,"OXFORD, UK",25/09/1987,0,60,44
UK000056225,"OXFORD, UK",26/09/1987,0,57,38
UK000056225,"OXFORD, UK",27/09/1987,0,56,38
UK000056225,"OXFORD, UK",28/09/1987,0,57,46
UK000056225,"OXFORD, UK",29/09/1987,0,60,38
UK000056225,"OXFORD, UK",30/09/1987,0,62,43
UK000056225,"OXFORD, UK",01/10/1987,0,64,39
UK000056225,"OXFORD, UK",02/10/1987,0.02,65,44
UK000056225,"OXFORD, UK",03/10/1987,0.39,65,53
UK000056225,"OXFORD, UK",04/10/1987,0.01,67,52
UK000056225,"OXFORD, UK",05/10/1987,0.08,56,55
UK000056225,"OXFORD, UK",06/10/1987,0.3,64,53
UK000056225,"OXFORD, UK",07/10/1987,0.41,55,42
UK000056225,"OXFORD, UK",08/10/1987,0.03,57,48
UK000056225,"OXFORD, UK",09/10/1987,1.29,48,44
UK000056225,"OXFORD, UK",10/10/1987,0.15,55,44
